Name,Address,Phone,Website,Operating_Hours,Dinner_cost,Lunch_cost,Rating,Reviews
Sushiebisu,4-chome-9-5 Ebisu Shibuya City Tokyo,050-5868-3645,https://tabelog.com/en/tokyo/A1303/A130302/13251807/,[月～金・祝前]ディナー16:00～23:00(フードラスト22:00、ドリンクラスト22:30)[土・日・祝]12:00～23:00(フードラスト22:00、ドリンクラスト22:30)※時短営業対応中,"￥3,000～￥3,999","￥1,000～￥1,999",3.33,56
Kichijoujikoubegyuushiorianyamashiro,1-chome-9-9 Kichijoji Honcho Musashino Tokyo,050-5869-2209,https://tabelog.com/en/tokyo/A1320/A132001/13252112/,ランチ12:00~14：00ディナー17:00~23:00,"￥8,000～￥9,999","￥3,000～￥3,999",3.08,7
Sushiamami,2-chome-27-2 Minamiikebukuro Toshima City Tokyo-to,050-5596-1879,https://tabelog.com/en/tokyo/A1305/A130501/13225374/,■深夜まで営業しております■4/25より通常営業とさせていただきます。酒類に関しても通常通り販売となります。ランチ　　12:00~14:00ディナー　17:00~23:00,"￥10,000～￥14,999","￥1,000～￥1,999",3.38,81
Ginzasushinakahisa,7-chome-4-5 Ginza Chuo City Tokyo-to,050-5872-4108,https://tabelog.com/en/tokyo/A1301/A130101/13229497/,17:00～24:00,"￥20,000～￥29,999",-,3.33,12
anagoyakamiyachou,5-chome-3-10 Toranomon Minato City Tokyo-to,050-5457-0514,https://tabelog.com/en/tokyo/A1307/A130704/13249598/,【月～金】昼　11:30～14:30（Lo14:00）夜　17:30～20:00（ 飲物Lo19:00 食事 Lo19:00）【土】昼　11:30～14:30（Lo14:00）※緊急事態宣言による時短営業の為、4/26~5/11までは上記の時間帯で営業いたします。【臨時休業】5/1（土）～5（水）,"￥6,000～￥7,999","￥1,000～￥1,999",3.08,8
Gyuunikuzushikintan,8-chome-2-16 Ginza Chuo City Tokyo-to,050-5456-5045,https://tabelog.com/en/tokyo/A1301/A130103/13242181/,＜ランチ＞11:00 - 15:30（LO15:00）＜ディナー＞17:00 - 20:00（LO19:00）,"￥10,000～￥14,999","￥1,000～￥1,999",3.21,16
Shinagawasushishiorianyamashiro,2-chome-4-18 Konan Minato City Tokyo,050-5872-4311,https://tabelog.com/en/tokyo/A1314/A131403/13255362/,◆緊急事態宣言発令に伴い、8月22日まで◆12:00～20:00また、期間中は酒類の提供は行いません。ソフトドリンクのみのご提供になります。通常営業時間ランチ12:00~15：00ディナー17:00~20:00,"￥10,000～￥14,999","￥3,000～￥3,999",3.09,18
Sushizammai,4-chome-10-6 Tsukiji Chuo City Tokyo-to,050-5868-9434,https://tabelog.com/en/tokyo/A1313/A131301/13017101/,8:00～23:00,"￥2,000～￥2,999","￥1,000～￥1,999",3.36,139
yakinikudoragon,2-chome-3-4 Monzennakacho Koto City Tokyo-to,050-5597-2420,https://tabelog.com/en/tokyo/A1313/A131303/13053553/,ランチ営業12：00～16：00ディナー営業16：00～24：00緊急事態宣言発令により、営業時間を変更させて頂きます。状況により営業時間が変動する可能性がございますので、詳しくはお問い合わせください。,"￥4,000～￥4,999","￥1,000～￥1,999",3.28,34
Janoichi,1-chome-12-10 Nihonbashimuromachi Chuo City Tokyo-to,050-5456-7854,https://tabelog.com/en/tokyo/A1302/A130202/13243895/,ランチ11:30～14:00(13：30)ディナー16:00〜22:00(21：00),"￥8,000～￥9,999","￥3,000～￥3,999",3.36,15
nihonryourimiyama,14-1 Asahicho Hachioji Tokyo-to,050-5597-2410,https://tabelog.com/en/tokyo/A1329/A132904/13031869/,Lunch11:30～15:30（L.O. 15:00）Dinner17:00～20:00（L.O. 19:00）,"￥10,000～￥14,999","￥3,000～￥3,999",3.16,10
Tsukijisushiiwa,2-chome-15-10 Tsukiji Chuo City Tokyo-to,050-5571-8654,https://tabelog.com/en/tokyo/A1313/A131301/13014804/,月～金 　　　11:00～22:00(L.O.21:30)土・日・祝 　11:00～21:00(L.O.20:30),"￥10,000～￥14,999","￥5,000～￥5,999",3.27,35
Hamamatsuchousushiyokota,1-chome-6-1 Shibadaimon Minato City Tokyo,050-5872-8525,https://tabelog.com/en/tokyo/A1314/A131401/13257439/,ランチ11:30-14：30ディナー16：00-24：00,"￥10,000～￥14,999","￥3,000～￥3,999",3.09,31
Sushikazu,Akabane Kita City Tokyo,050-5570-7006,https://tabelog.com/en/tokyo/A1323/A132305/13036523/,※7/12からの当面の営業時間について【月〜金】16:00-21:30 (LO21時)【土日祝】12:00-21:30（LO21時）※引き続きアルコール提供をいたします。※ランチメニューはご提供しておりません。電話・店頭にてテイクアウトの受付を行っております。※デリバリーはUberEats 出前館をご利用いただけます,"￥4,000～￥4,999","￥1,000～￥1,999",3.21,20
shinjukusushishioriannikunokokoro,1-chome-19-3 Kabukicho Shinjuku City Tokyo,050-5872-8700,https://tabelog.com/en/tokyo/A1304/A130401/13257483/,営業時間 7/12～8/22は下記営業時間に変更になります月～土 18：00～29：00日 18：00～24：00酒類の提供も終日しております。通常営業時間12：00～15：0016：00～24：00【まん延防止措置発令中】12：00-20：00※アルコール提供なし,"￥8,000～￥9,999","￥2,000～￥2,999",3.07,8
Shinjukusushishiorianyamashiro,1-chome-16-4 Nishishinjuku Shinjuku City Tokyo,050-5872-2848,https://tabelog.com/en/tokyo/A1304/A130401/13254500/,5/12~5/31までは下記営業時間となります。12:00~20:00（酒類の提供はしておりませ ん）通常営業日月～金　　17：00～23：00土日祝　ランチ　　12：00～14：00(LO13：30)ディナー　16：00～23：00(L.O.22:00),"￥10,000～￥14,999","￥3,000～￥3,999",3.09,20
edomaesushihattori,7-chome-4-12 Roppongi Minato City Tokyo-to,050-5869-3880,https://tabelog.com/en/tokyo/A1307/A130701/13098338/,［月〜金］17:30～23:00(22:30L.O.)［土、営業する祝日］17:30～22:30(22:00L.O.),"￥10,000～￥14,999",-,3.61,33
sushiuogashinihonichi,1-chome-9-2 Ōtemachi Chiyoda City Tokyo-to,050-5590-8911,https://tabelog.com/en/tokyo/A1302/A130201/13195444/,【月～金】11:00～22:00【土・日・祝】11:00～18:00※当面の間、営業時間を変更しております。,"￥4,000～￥4,999","￥1,000～￥1,999",3.07,24
sushimiduki,Nishiazabu Minato City Tokyo,050-5596-0571,https://tabelog.com/en/tokyo/A1307/A130701/13224629/,"16:00～24:00（L,O　22:00）","￥10,000～￥14,999","￥6,000～￥7,999",3.36,102
Maguroyasannosushidokoro,3-chome-14-14 Higashinakano Nakano City Tokyo-to,050-5869-5791,https://tabelog.com/en/tokyo/A1319/A131901/13159128/,11:00～14:00 17:00～23:00(L.O.22:00),"￥3,000～￥3,999",～￥999,3.22,9
Kazahana,1-chome-9-1 Higashishinbashi Minato City Tokyo-to,050-5589-7072,https://tabelog.com/en/tokyo/A1301/A130103/13020226/,政府や地方自治体の要請により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前にホームページにてご確認ください。ランチ 11:30 ～ 14:00ディナー 17:30 ～ 21:00,"￥20,000～￥29,999","￥10,000～￥14,999",3.54,101
Sushikuriyagawa,4-chome-23-10 Ebisu Shibuya City Tokyo-to,050-5456-9153,https://tabelog.com/en/tokyo/A1303/A130302/13135152/,【営業時間】　ランチ　     　（火)〜(土）12:00〜14:00(L.O.13:00)ディナー　      （月)〜(土） 17:00〜21:00 (L.O.20:00)（日）休み、不定休,"￥15,000～￥19,999","￥6,000～￥7,999",3.67,72
ITAMAE SUSHI,3-chome-8-17 Akasaka Minato City Tokyo-to,050-5869-7674,https://tabelog.com/en/tokyo/A1308/A130801/13045616/,【店内営業/テイクアウト】月～金　11:30～翌03:30土日祝　11:30～23:00ランチ　11:30～14:00※ドリンク・フード共に各クローズ時間30分前にラストオーダー【デリバリー】全日※詳細は板前寿司ホームページをご確認下さい,"￥3,000～￥3,999","￥1,000～￥1,999",3.35,173
Saishokukembi,2 Chome-14-1 Kotobashi Sumida City Tokyo-to,050-5868-9263,https://tabelog.com/en/tokyo/A1312/A131201/13251348/,【ランチ】12：00〜15：00（L.O.13：30）　土日祝日のみ【ディナー】17：00〜23：00（フードL.O.22：00／ドリンクL.O.22：30）,"￥10,000～￥14,999","￥8,000～￥9,999",3.09,28
ikinasushidokoroabe,Minamiazabu Minato City Tokyo,050-5456-8671,https://tabelog.com/en/tokyo/A1307/A130703/13149832/,[月～金]11:45～15:00（L.O.14:45）18:00～翌5:00（L.O.翌4:15）[土・日・祝]11:45～14:00(L.O.13:45)17:30～翌5:00（L.O.翌4:15）,"￥8,000～￥9,999","￥1,000～￥1,999",3.44,53
Sushizammai,2-chome-1-3 Yurakucho Chiyoda City Tokyo-to,050-5597-4452,https://tabelog.com/en/tokyo/A1301/A130102/13007514/,10：00～翌5：00,"￥2,000～￥2,999","￥1,000～￥1,999",3.25,116
Ooshima,1-chome-6-3 Higashishinbashi Minato City Tokyo-to,050-5596-6113,https://tabelog.com/en/tokyo/A1301/A130103/13228467/,緊急事態宣言にともない、営業時間が変更になります。11：30～20：00通し営業（LO.18:00)（※日曜・祝日は昼食のみ、15:00閉店）　営業時間の短縮、メニューの絞込み、感染症予防対策へのご協力など、お客様にはご不便をおかけいたしますが、何卒ご理解のほど、よろしくお願い申し上げます。従業員一同、ご来店をお待ち申し上げております。,"￥8,000～￥9,999","￥3,000～￥3,999",3.07,6
sushiuogashinihonichi,2-chome-20-15 Shinbashi Minato City Tokyo-to,050-5872-4542,https://tabelog.com/en/tokyo/A1301/A130103/13025198/,【月～木】11:00～22:00【金】11:00～23:00【土】11:00～15:0017:00～21:00,"￥4,000～￥4,999",～￥999,3.18,67
Tachikawasushisora,2-chome-3-2 Akebonocho Tachikawa Tokyo-to,050-5457-0937,https://tabelog.com/en/tokyo/A1329/A132901/13250241/,通常営業ランチ11:30〜14:00 ディナー16：00～23：00年中無休16:00～23:00,"￥8,000～￥9,999","￥2,000～￥2,999",3.13,25
Sushimukai,3-chome-5-9 Kachidoki Chuo City Tokyo-to,050-5596-4074,https://tabelog.com/en/tokyo/A1313/A131302/13227197/,11:30〜14:0017:00〜22:0021:00(LO),"￥10,000～￥14,999","￥3,000～￥3,999",3.08,9
Sushi itsumi,3-chome-20-9 Akasaka Minato City Tokyo-to,050-5456-1968,https://tabelog.com/en/tokyo/A1308/A130801/13238572/,ランチ　　12:00~14:30ディナー　18:00~20:00,"￥8,000～￥9,999","￥2,000～￥2,999",3.53,75
Sushinoyoshiki,3-chome-2-18 Nihonbashimuromachi Chuo City Tokyo-to,050-5456-7047,https://tabelog.com/en/tokyo/A1302/A130202/13091822/,[月～金]昼→11:30～14:00（L.O 13:30）夜→17:00～22:00（L.O 21:00）[土曜日]夜→17:00～22:00（L.O 21:00）※仕入れ状況や新型コロナウイルスの影響で営業時間が変更となる場合がございます。,"￥30,000～￥39,999","￥3,000～￥3,999",3.53,40
Sushieishin,1-chome-5-6 Azabujuban Minato City Tokyo-to,050-5456-7924,https://tabelog.com/en/tokyo/A1307/A130702/13244064/,［月～金］12:00~15:0017:00～20:00(L.O.19:00)［土・日・祝］12:00~15:0017:00～20:00(L.O.19:00),"￥20,000～￥29,999",-,3.33,73
Fukuzushi,5-chome-4-15 Hiroo Shibuya City Tokyo-to,050-5594-1417,https://tabelog.com/en/tokyo/A1307/A130703/13072171/,[平日]ランチ    11:30～14:30(L.O14:00)ディナー17:00〜23:00(L.O22:30)[土日祝]11:30〜23:00(ランチ11:30〜14:00),"￥4,000～￥4,999","￥1,000～￥1,999",3.18,15
sushiuogashinihonichi,4-chome-8-7 Taito Taito City Tokyo-to,050-5872-4535,https://tabelog.com/en/tokyo/A1311/A131101/13021786/,【月～金】11:00～22:00【土日祝】11:00～21:30※当面の間、営業時間を変更しております。,"￥4,000～￥4,999",～￥999,3.14,39
Sushitosakeuoshin,Uchikanda Chiyoda City Tokyo,050-5596-5155,https://tabelog.com/en/tokyo/A1310/A131002/13227062/,【昼の部】11:30〜14:00（完全予約制）【夜の部】17:00〜24:00,"￥6,000～￥7,999","￥2,000～￥2,999",3.45,39
Sushikotobuki,3-chome-1-14 Shinjuku Shinjuku City 都 Tokyo,050-5872-5877,https://tabelog.com/en/tokyo/A1304/A130401/13255875/,ランチ：12:00～14:30ディナー：17:00～23:30※酒類の提供は通常通り販売しております。,"￥10,000～￥14,999","￥6,000～￥7,999",3.38,28
Sushizammaiokunoin,4-chome-5-12 Tsukiji Chuo City Tokyo-to,050-5868-5479,https://tabelog.com/en/tokyo/A1313/A131301/13030399/,11：00～23：00,"￥3,000～￥3,999","￥1,000～￥1,999",3.36,136
Sushikaishin,Nishiazabu Minato City Tokyo,050-5594-8732,https://tabelog.com/en/tokyo/A1307/A130701/13181489/,[月～金]18：00～23：00[土・祝]17：00～22：00   ＊月曜日の祝日は休業です。,"￥15,000～￥19,999",-,3.37,35
Ginzasushiyoshi,6-chome-8-19 Ginza Chuo City Tokyo,050-5890-5732,https://tabelog.com/en/tokyo/A1301/A130101/13260367/,【月～土・祝日】ランチタイム　 11:30～14:30ディナータイム　17:30～22:00,"￥15,000～￥19,999","￥5,000～￥5,999",3.24,30
Torogin,Konan Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1314/A131403/13234840/,月～木　　　　15:00～24:00金、祝前日　　15:00～29:00土　　　　　　12:00～29:00日、祝日　　　12:00～24:00,"￥3,000～￥3,999",-,3.09,11
Sushim,4-chome-24-8 Minamiaoyama Minato City Tokyo-to,050-5456-0548,https://tabelog.com/en/tokyo/A1306/A130602/13233471/,【土日のみランチ営業】12:00～12:30 (L.O) 【火～日】17:00～20:00 (L.O),"￥20,000～￥29,999","￥8,000～￥9,999",3.1,20
Sushiryuuichi,7-chome-6-5 Ginza Chuo City Tokyo-to,050-5597-7788,https://tabelog.com/en/tokyo/A1301/A130101/13237684/,ランチ：12:00～14:30（ランチは火・金・土・日のみの営業となります。）ディナー：18:00～22:30（L.O 21:30）,"￥20,000～￥29,999","￥8,000～￥9,999",3.18,13
Sushiurayama,2-chome-7-1 Nihonbashi Chuo City Tokyo-to,050-5457-4392,https://tabelog.com/en/tokyo/A1302/A130202/13251179/,昼の部11:30～15:00/(L.O)14:30夜の部17:00〜22:00/(L.O)21:30東京より新型コロナウイルス感染拡大で緊急事態宣言が発令され、当店としましては国、東京都の要請に従い、下記の期間は営業時間を変更致します。【時短営業期間】令和3年７月1２日（月)〜令和３年８月22日(日)【時短営業時間】　AM11時〜PM20時迄【酒類提供時間】お酒は禁止となります。,"￥10,000～￥14,999","￥3,000～￥3,999",3.09,5
sushizammai,2-chome-29-8 Dogenzaka Shibuya City Tokyo-to,050-5594-5732,https://tabelog.com/en/tokyo/A1303/A130301/13213452/,11:00～翌5:00,"￥3,000～￥3,999","￥1,000～￥1,999",3.07,26
Sushihajime,3-chome-15-5 Shibuya Shibuya City Tokyo-to,050-5597-9689,https://tabelog.com/en/tokyo/A1303/A130301/13249135/,平日　テイクアウト受け渡し11:30～15:00ランチ(木、金)12:00~15:00(最終入店13:30)ディナータイム　18:00～　20:30～17：00～23：00（L.O.22：30）土日祝日　ランチタイム　11:30～　13:00～ディナータイム　17:00～　19:30～17：00～23：00（L.O.22：30）,"￥20,000～￥29,999","￥6,000～￥7,999",3.52,42
Ebisusushifujimasa,1-chome-18-12 Ebisuminami Shibuya City Tokyo-to,050-5457-6819,https://tabelog.com/en/tokyo/A1303/A130302/13251446/,［月〜金］18：00〜23：00［土・日・祝］15：00〜23：00,"￥20,000～￥29,999","￥10,000～￥14,999",3.33,51
Akasakayuuga,2-chome-14-8 Akasaka Minato City Tokyo-to,050-5456-3610,https://tabelog.com/en/tokyo/A1308/A130801/13239819/,【月～土】17:00～23:00(L.O.22:00)【日・祝祭日】※店舗までお問合せ下さいませ,"￥8,000～￥9,999","￥4,000～￥4,999",3.09,30
Sushizammai,6-chome-57-14 Kameido Koto City Tokyo-to,050-5593-9056,https://tabelog.com/en/tokyo/A1312/A131202/13055321/,［月～金］12:00～23:00　［土日祝］11:00～23:00,"￥3,000～￥3,999","￥1,000～￥1,999",3.07,26
Sushishunsaitakanoha,3-chome-6-1 Shinbashi Minato City Tokyo-to,050-5869-1763,https://tabelog.com/en/tokyo/A1301/A130103/13094566/,[月～木]　11:30～14:00　17:00～23:30[金・祝日前]　11:30～14:00　17:00～翌3:30[土・祝日]　17:00～23:30,"￥6,000～￥7,999",-,3.34,23
Sushi oosuke,5-chome-11-12 Toranomon Minato City Tokyo-to,050-5597-9444,https://tabelog.com/en/tokyo/A1307/A130704/13244273/,［月～金]11:30〜14:0017:00〜23:00［土］17:00〜22:00,"￥10,000～￥14,999","￥2,000～￥2,999",3.04,3
sushitabehoudaikoshitsuizakayahanzou,1-chome-15 Kanda Sakumacho Chiyoda City Tokyo-to,050-5456-5062,https://tabelog.com/en/tokyo/A1310/A131001/13242377/,月～土・祝前日16:00～翌0:00日・祝日16:00～23:00,"￥3,000～￥3,999",-,3.08,6
Sushizammaishinkan,4-chome-5-11 Tsukiji Chuo City Tokyo-to,050-5593-9052,https://tabelog.com/en/tokyo/A1313/A131301/13055316/,9：00～22：00（LO.21:00）,"￥3,000～￥3,999","￥1,000～￥1,999",3.07,23
Sushizammaitokutoku,Akabane Kita City Tokyo,050-5593-9057,https://tabelog.com/en/tokyo/A1323/A132305/13057800/,11：00～翌5：00,"￥2,000～￥2,999","￥1,000～￥1,999",3.19,84
shinjukusushifukuju,Nishishinjuku Shinjuku City Tokyo,050-5872-5115,https://tabelog.com/en/tokyo/A1304/A130401/13255616/,ランチ12:00~14:00ディナー月～金   16:00～23:00土日祝   17:00～23:00,"￥4,000～￥4,999","￥1,000～￥1,999",3.14,22
Edomaebikkurizushi,1-chome-12-1 Ebisu Shibuya City Tokyo-to,050-5590-1708,https://tabelog.com/en/tokyo/A1303/A130302/13015656/,営業時間11:30～27:00（LO:26:00）,"￥4,000～￥4,999","￥1,000～￥1,999",3.18,107
Fujisushi,Konan Minato City Tokyo,050-5456-9796,https://tabelog.com/en/tokyo/A1314/A131403/13055197/,[月～金]　11:00～14:00(LO.13:30)　17:00～23:00(LO.22:00)[土]　11:00～14:00(LO.13:30)　17:00～21:00(LO.20:30),"￥6,000～￥7,999","￥1,000～￥1,999",3.29,29
Umaisushikan,5-chome-1-12 Higashioi Shinagawa City Tokyo-to,050-5868-8529,https://tabelog.com/en/tokyo/A1315/A131501/13038410/,誠に勝手ながら、営業時間を下記の通りに変更して営業中です。11:00～20:00(LO/30分前)※中休みなし緊急事態宣言におきまして、7月12日（月）から8月22日（日）までの間アルコール類の提供を中止させていただきます。ご了承ください。,"￥4,000～￥4,999","￥1,000～￥1,999",3.21,68
Nakamura,7-chome-17-16 Roppongi Minato City Tokyo-to,050-5869-5940,https://tabelog.com/en/tokyo/A1307/A130701/13003314/,12:00～22:00(L.O.21:00),"￥30,000～￥39,999","￥30,000～￥39,999",3.81,134
